request_status,date_received,suburb,category,service_desc,days_to_complete
closed,2015-04-09,Parkville,Parks and Trees,Condition of Assets in Parks,13
closed,2015-04-09,Kensington,Asset Maintenance,Public Toilets,1
closed,2015-01-05,Docklands,Asset Maintenance,Public Toilets,1
closed,2015-01-05,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-04-27,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2015-04-27,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2015-04-27,East Melbourne,Parks and Trees,Tree Maintenance Services,10
closed,2015-01-19,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-01-19,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2015-01-19,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
closed,2016-01-28,North Melbourne,Parks and Trees,Tree Maintenance Services,6
closed,2016-01-28,Kensington,Parks and Trees,Lawns and Irrigation,19
closed,2016-01-28,Kensington,Roads and Traffic,Road and Footpath Maintenance,5
closed,2015-10-22,West Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-10-23,South Yarra,Parks and Trees,Sport and Playground Facilities,3
closed,2015-10-23,Melbourne,Graffiti,Graffiti Removal,14
closed,2015-09-03,Parkville,Graffiti,Graffiti Removal,14
closed,2015-09-03,East Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7
closed,2015-12-22,North Melbourne,Roads and Traffic,Road and Footpath Maintenance,1
closed,2015-12-22,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2015-12-22,West Melbourne,Graffiti,Graffiti Removal,15
closed,2015-05-05,Melbourne,Graffiti,Graffiti Removal,7
closed,2015-05-05,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,3
closed,2015-01-28,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-01-28,East Melbourne,Parks and Trees,Sport and Playground Facilities,1
closed,2015-01-28,Melbourne,Parks and Trees,Condition of Assets in Parks,21
closed,2015-05-15,Southbank,"Waste, Street Cleaning and Litter",Public Litter Bin,17
closed,2015-05-15,Melbourne,"Waste, Street Cleaning and Litter",Street Cleaning services,3
closed,2015-03-31,East Melbourne,Parks and Trees,Lawns and Irrigation,10
closed,2015-04-01,Carlton,Parks and Trees,Tree Maintenance Services,22
closed,2014-12-29,West Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,7
closed,2014-12-29,Docklands,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2014-12-29,East Melbourne,Parks and Trees,Park Cleaning,1
closed,2015-02-12,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-02-12,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2015-04-13,Melbourne,Graffiti,Graffiti Removal,4
closed,2015-04-13,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-04-13,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-01-05,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,2
closed,2015-10-13,Carlton,Graffiti,Graffiti Removal,15
closed,2016-01-29,Kensington,"Waste, Street Cleaning and Litter",Dumped Rubbish,4
closed,2016-01-29,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2016-01-29,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2015-08-26,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,7
closed,2015-12-10,Parkville,Parks and Trees,Tree Maintenance Services,7
closed,2015-12-10,Melbourne,Graffiti,Graffiti Removal,7
closed,2015-12-11,Kensington,Parks and Trees,Condition of Assets in Parks,4
closed,2015-09-05,Melbourne,Graffiti,Graffiti Removal,5
closed,2015-12-23,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2015-12-23,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,13
closed,2015-12-23,Melbourne,Graffiti,Graffiti Removal,23
closed,2015-05-06,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-05-06,South Yarra,"Waste, Street Cleaning and Litter",Waste Collection Services,2
closed,2015-01-29,East Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2015-01-29,Kensington,Parks and Trees,Tree Maintenance Services,11
closed,2015-01-30,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-01-30,Carlton,Parks and Trees,Park Cleaning,18
closed,2015-05-15,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2015-05-16,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2015-05-17,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2015-05-18,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,7
closed,2015-02-05,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
closed,2015-02-05,Carlton,Parking,Parking Meter Service,6
closed,2015-02-05,Melbourne,Parks and Trees,Condition of Assets in Parks,7
closed,2015-05-26,Kensington,Graffiti,Graffiti Removal,9
closed,2015-05-26,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2015-05-27,Carlton,Graffiti,Graffiti Removal,8
closed,2015-02-12,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,4
closed,2015-06-09,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2015-06-09,South Yarra,Graffiti,Graffiti Removal,7
closed,2015-06-09,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2015-02-20,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,3
closed,2015-04-21,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,4
closed,2015-06-22,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,2
closed,2015-03-04,Melbourne,Roads and Traffic,Road and Footpath Maintenance,6
closed,2015-10-13,Parkville,Graffiti,Graffiti Removal,17
closed,2015-12-02,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2015-12-03,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-08-26,Melbourne,Graffiti,Graffiti Removal,13
closed,2015-08-28,Melbourne,Graffiti,Graffiti Removal,5
closed,2015-12-11,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-12-14,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-09-08,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-10-28,Parkville,Parks and Trees,Condition of Assets in Parks,1
closed,2015-10-28,North Melbourne,Parks and Trees,Condition of Assets in Parks,2
closed,2015-10-28,East Melbourne,Graffiti,Graffiti Removal,16
closed,2015-07-28,Kensington,Graffiti,Graffiti Removal,23
closed,2015-05-07,South Yarra,"Waste, Street Cleaning and Litter",Missing Bin,1
closed,2015-05-18,East Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2015-05-18,Kensington,Graffiti,Graffiti Removal,17
closed,2015-02-06,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-05-27,Southbank,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2015-05-27,West Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2015-02-13,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2015-06-10,Melbourne,Graffiti,Graffiti Removal,6
closed,2015-06-10,East Melbourne,Roads and Traffic,Road and Footpath Maintenance,2
closed,2015-02-23,West Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,2
closed,2015-02-23,West Melbourne,Graffiti,Graffiti Removal,22
closed,2015-04-23,East Melbourne,Roads and Traffic,Road and Footpath Maintenance,7
closed,2015-01-13,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-03-04,Melbourne,Asset Maintenance,Street Lighting Maintenance,6
closed,2015-03-05,Carlton North,Parks and Trees,Condition of Assets in Parks,15
closed,2015-03-05,Docklands,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-12-03,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,5
closed,2015-12-04,Melbourne,Graffiti,Graffiti Removal,4
closed,2015-08-28,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2015-10-16,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,14
closed,2016-02-02,Kensington,"Waste, Street Cleaning and Litter",Public Litter Bin,7
closed,2016-02-02,North Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
closed,2015-10-29,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,6
closed,2015-07-29,Carlton,Graffiti,Graffiti Removal,19
closed,2015-07-02,Melbourne,Parks and Trees,Condition of Assets in Parks,14
closed,2015-03-17,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2015-03-18,East Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2015-07-13,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2015-03-25,Melbourne,Graffiti,Graffiti Removal,7
closed,2015-03-25,West Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2015-03-25,South Yarra,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2014-12-14,Carlton North,Parks and Trees,Tree Maintenance Services,3
closed,2015-02-13,West Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,18
closed,2015-04-07,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-06-12,Melbourne,Graffiti,Graffiti Removal,10
closed,2014-12-29,North Melbourne,Parks and Trees,Tree Maintenance Services,10
closed,2015-02-24,Carlton,Parks and Trees,Condition of Assets in Parks,1
closed,2015-02-24,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,21
closed,2015-01-14,Melbourne,Parks and Trees,Tree Maintenance Services,5
closed,2015-01-14,Carlton,Graffiti,Graffiti Removal,6
closed,2015-03-05,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2015-03-06,Kensington,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-12-04,Carlton,Graffiti,Graffiti Removal,5
closed,2016-01-25,Carlton,Graffiti,Graffiti Removal,4
closed,2016-01-25,Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,4
closed,2016-01-25,Melbourne,Graffiti,Graffiti Removal,3
closed,2016-01-25,Melbourne,Graffiti,Graffiti Removal,21
closed,2015-10-18,East Melbourne,Graffiti,Graffiti Removal,17
closed,2015-10-19,Docklands,Graffiti,Graffiti Removal,16
closed,2016-02-02,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
closed,2015-07-30,Melbourne,Graffiti,Graffiti Removal,21
closed,2015-03-18,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,5
closed,2015-03-18,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,5
closed,2015-03-18,Carlton,Graffiti,Graffiti Removal,13
closed,2015-07-14,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-07-14,Parkville,Graffiti,Graffiti Removal,8
closed,2015-07-15,Melbourne,Graffiti,Graffiti Removal,7
closed,2015-07-15,Carlton,Graffiti,Graffiti Removal,7
closed,2015-07-16,West Melbourne,Graffiti,Graffiti Removal,12
closed,2015-03-27,Southbank,"Waste, Street Cleaning and Litter",Missing Bin,5
closed,2015-03-27,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,3
closed,2014-12-15,Melbourne,Graffiti,Graffiti Removal,23
closed,2014-12-15,Melbourne,Parks and Trees,Condition of Assets in Parks,2
closed,2014-12-29,North Melbourne,Parks and Trees,Condition of Assets in Parks,2
closed,2014-12-29,Southbank,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2014-12-30,Docklands,"Waste, Street Cleaning and Litter",Waste Collection Services,13
closed,2014-12-30,Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2015-04-16,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-04-16,East Melbourne,Parks and Trees,Condition of Assets in Parks,14
closed,2015-04-17,Melbourne,Graffiti,Graffiti Removal,5
closed,2015-04-17,Carlton,Graffiti,Graffiti Removal,1
closed,2015-01-14,North Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,7
closed,2015-01-15,Carlton,Parks and Trees,Tree Maintenance Services,4
closed,2015-01-15,Port Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,6
closed,2015-01-16,Melbourne,Graffiti,Graffiti Removal,4
closed,2015-10-08,North Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-10-08,Parkville,Parks and Trees,Lawns and Irrigation,13
closed,2016-01-25,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,4
closed,2015-10-19,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2016-02-03,Melbourne,Roads and Traffic,Road and Footpath Maintenance,23
closed,2015-12-21,Melbourne,Graffiti,Graffiti Removal,8
closed,2015-12-21,Melbourne,Graffiti,Graffiti Removal,8
closed,2015-09-11,Port Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,4
closed,2015-09-11,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2015-01-20,Melbourne,Graffiti,Graffiti Removal,22
closed,2015-01-20,Melbourne,Roads and Traffic,Road and Footpath Maintenance,1
closed,2015-07-16,West Melbourne,Parks and Trees,Tree Maintenance Services,8
closed,2015-07-16,Melbourne,Graffiti,Graffiti Removal,12
closed,2015-03-27,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,24
closed,2015-03-29,Carlton,"Waste, Street Cleaning and Litter",Public Litter Bin,2
closed,2014-12-17,Carlton,"Waste, Street Cleaning and Litter",Waste Collection Services,7
closed,2014-12-17,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-04-08,Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,2
closed,2015-04-08,South Yarra,Parks and Trees,Park Cleaning,14
closed,2014-12-31,Carlton North,Parks and Trees,Tree Maintenance Services,6
closed,2014-12-31,Kensington,"Waste, Street Cleaning and Litter",Public Litter Bin,5
closed,2015-01-01,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,6
closed,2015-04-17,North Melbourne,Parks and Trees,Park Cleaning,21
closed,2015-04-20,North Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2015-03-02,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,11
closed,2015-03-02,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,11
closed,2015-03-02,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,11
closed,2015-03-02,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,11
closed,2015-03-02,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,11
closed,2015-10-08,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,4
closed,2015-10-09,East Melbourne,"Waste, Street Cleaning and Litter",Damaged Bins,4
closed,2015-10-09,Docklands,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-10-09,Parkville,Graffiti,Graffiti Removal,21
closed,2016-01-27,West Melbourne,Parks and Trees,Condition of Assets in Parks,6
closed,2016-01-27,North Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2016-01-27,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2016-01-27,Carlton,Graffiti,Graffiti Removal,6
closed,2015-09-01,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-09-01,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,1
closed,2015-09-01,Carlton,"Waste, Street Cleaning and Litter",Damaged Bins,1
closed,2015-12-21,South Yarra,Graffiti,Graffiti Removal,3
closed,2015-12-21,East Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,1
closed,2015-01-21,South Yarra,Parks and Trees,Lawns and Irrigation,9
closed,2015-01-22,Melbourne,Parks and Trees,Condition of Assets in Parks,1
closed,2015-05-13,Melbourne,Graffiti,Graffiti Removal,2
closed,2015-05-14,Kensington,"Waste, Street Cleaning and Litter",Damaged Bins,7
closed,2015-02-04,Melbourne,Roads and Traffic,Road and Footpath Maintenance,7
closed,2015-02-04,Carlton North,"Waste, Street Cleaning and Litter",Missing Bin,2
closed,2015-05-22,North Melbourne,"Waste, Street Cleaning and Litter",Missing Bin,7
closed,2015-01-02,Carlton,"Waste, Street Cleaning and Litter",Dumped Rubbish,1
closed,2015-01-02,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,4
closed,2015-02-17,Melbourne,Graffiti,Graffiti Removal,2
closed,2015-02-17,Carlton,"Waste, Street Cleaning and Litter",Missing Bin,3
closed,2015-02-17,South Yarra,Parks and Trees,Lawns and Irrigation,7
closed,2015-02-18,Melbourne,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-06-17,West Melbourne,"Waste, Street Cleaning and Litter",Public Litter Bin,2
closed,2015-06-20,Melbourne,"Waste, Street Cleaning and Litter",Dumped Rubbish,6
closed,2015-01-06,Kensington,Parks and Trees,Tree Maintenance Services,1
closed,2015-03-02,Melbourne,"Waste, Street Cleaning and Litter",Waste Collection Services,11
closed,2015-11-30,South Yarra,"Waste, Street Cleaning and Litter",Damaged Bins,3
closed,2015-11-30,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-11-30,Melbourne,Parks and Trees,Tree Maintenance Services,1
closed,2016-01-27,South Yarra,Parks and Trees,Condition of Assets in Parks,15
closed,2015-08-19,Kensington,Graffiti,Graffiti Removal,19
closed,2015-08-19,Melbourne,Parks and Trees,Tree Maintenance Services,8
closed,2015-12-08,Carlton,Graffiti,Graffiti Removal,6
closed,2015-12-08,North Melbourne,Parks and Trees,Lawns and Irrigation,1
closed,2015-12-08,Kensington,"Waste, Street Cleaning and Litter",Missing Bin,6
closed,2015-09-02,South Yarra,"Waste, Street Cleaning and Litter",Public Litter Bin,2
closed,2015-12-21,North Melbourne,Roads and Traffic,Road and Footpath Maintenance,1
closed,2015-12-21,West Melbourne,Parks and Trees,Tree Maintenance Services,22
closed,2015-12-21,Carlton,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-12-21,Parkville,"Waste, Street Cleaning and Litter",Missed Bin Collection,2
closed,2015-07-21,Melbourne,Graffiti,Graffiti Removal,7
closed,2015-07-21,Melbourne,Graffiti,Graffiti Removal,8
